mass_A
t	x	y	v
0.0	-0.004806006569403498	0.2989149942492645	NaN
0.03333333333333333	0.001684028036984142	0.29539950857352293	0.2950100566560732
0.06665555555555557	0.01173684798453739	0.28828441626640355	0.4265451033646325
0.09998888888888889	0.02577610140648967	0.2803022264751548	0.572481239621636
0.13331111111111113	0.045226661694735104	0.2699938213703148	0.7102637899530138
0.16664444444444446	0.06516941895583422	0.2540433463334063	0.8259349503869191
0.19997777777777778	0.09023434305670563	0.2382736573371822	0.9526539855810056
0.23331111111111114	0.11877530588738011	0.21998512065659115	1.070408978573925
0.26663333333333333	0.1517218452608089	0.20208077409142544	1.3869034731579801
0.2999555555555556	0.19892828306023225	0.17395582178722035	1.281311362932458
0.3333111111111111	0.23073288670231273	0.16957856516515768	1.380835113637031
0.3666111111111111	0.2838885891803199	0.13855569423718384	1.6166261262496993
0.3999444444444445	0.32931875286953327	0.12616564959467114	1.4562807473243662
0.4332777777777778	0.3788789314395843	0.11849562195882979	1.5068634794740992
0.4666	0.4296191142613033	0.12085563046216552	1.4408394032870977
0.49993333333333334	0.4738692736988488	0.1326556729788444	1.420135981877484
0.5332555555555556	0.5204794416397301	0.14740572612469294	1.3521964953840178
0.5665888888888889	0.5548708018387967	0.1721831730115575	1.2139691869809561
0.5999111111111112	0.5954807032866979	0.17777840438342818	1.2254040175509133
0.6332444444444445	0.6363373273546253	0.17808446635050823	1.2262033950668554
0.6665777777777778	0.6772070873834924	0.17594737780105463	1.231062876974451
0.6999000000000001	0.7182882725646246	0.17391033567916636	1.2564754886932634
0.7332333333333334	0.7609480308831126	0.17464491877136779	1.2333773574882467
0.7665555555555555	0.8004229819350531	0.1774617461835506	1.1838337255146572
0.799888888888889	0.8394292728601916	0.18285100661699305	1.1693801154754804
0.8332111111111111	0.8776690759024389	0.18788144832514964	1.1308362695797851
0.8665444444444445	0.9143661369680899	0.19098034444423628	1.1133572904613922
0.8998666666666667	0.9516352305629597	0.1939103028577338	1.10629031442158
0.9332	0.9880602667197852	0.1883686073541302	1.1299885721756984
0.9665333333333334	1.0261445187180498	0.18280344442850438	1.16403574414598
0.9998555555555556	1.064492384051376	0.17501742503492512	1.1958976241871457
1.033188888888889	1.1040876246484101	0.16609806311479514	1.2876334371615101
1.0665111111111112	1.1477710100148322	0.15425441295437858	1.346831155288593
1.0998444444444444	1.1896575535141833	0.13894813399799544	1.3827104555585688
1.1331666666666667	1.234540670797513	0.12318232446653554	1.6419068094369214
1.1665	1.2898422137271894	0.09489553692547215	1.5304732630069655
1.1998333333333333	1.3299790595896135	0.08709976195886693	NaN
