mass_A
t	x	y	v
0.0	-0.007114974944860963	0.29448947007651616	NaN
0.03333333333333331	-0.001216472438477778	0.2929332117375023	0.2343344917002145
0.06666666666666665	0.006472689880881843	0.2867802804572993	0.39784557976864177
0.09998888888888888	0.020535650809266115	0.2777647496359996	0.5281382783444744
0.13331111111111113	0.03426542543716116	0.2651833686408789	0.615476525347868
0.16664444444444446	0.05373191131645716	0.2536597056085723	0.7619879032939153
0.19996666666666665	0.07724162628720332	0.23811412203546078	0.9071188288897161
0.23329999999999995	0.10438112296133462	0.22063525605723522	1.0233793532672815
0.2666333333333334	0.1351603099535445	0.20205699641979502	1.133851749820335
0.2999555555555556	0.17103683926881602	0.18501255604428546	1.381774807233795
0.3332888888888889	0.2170456159570862	0.1598935849128481	1.4529820465095376
0.36661111111111117	0.25968585681253736	0.14601071579712	1.4281814375602861
0.39994444444444444	0.3061271549048106	0.12632572702473266	1.457750260697259
0.43326666666666674	0.35289940658957003	0.11857552206841881	1.455682841477193
0.4666	0.4025986953005863	0.11593648421288005	1.5137092507456085
0.4999222222222222	0.45339047671908167	0.12761852378064364	1.4241974315913744
0.5332555555555556	0.49165499198958323	0.1488121335755438	1.3154340567600489
0.5665888888888889	0.5337163545238497	0.16280761694790746	1.3001039067250855
0.5999111111111111	0.5754350246936732	0.17096420083470187	1.256566391057496
0.6332444444444444	0.6169076852256425	0.17252664317061184	1.235555574443144
0.6665666666666668	0.6577915251848501	0.17111753597043866	1.234960941700226
0.6999	0.6991320181429859	0.16862166863322325	1.2441307004241648
0.7332333333333334	0.7406402449702056	0.16718399559643204	1.2454501624918095
0.7665666666666666	0.7821482015791672	0.1701369199599262	1.210691072850307
0.7998888888888889	0.8208448623566673	0.176105549363181	1.1664123635897028
0.8332111111111111	0.8590100613825278	0.18175457040866172	1.137534497284367
0.8665444444444445	0.896001062128567	0.18613909493729597	1.0998444134509813
0.8998666666666666	0.932160067698516	0.1866065014101782	1.1195596693673282
0.9332	0.9705979618568044	0.18409604989660178	1.1586956749899233
0.9665222222222224	1.0089429525534854	0.17827567170223146	1.1858821045443748
0.9998555555555556	1.0485781582474447	0.17116157378414476	1.215622083268916
1.0331777777777778	1.0882447152802897	0.16163951860019588	1.2352804540357838
1.0665111111111112	1.1288590064103383	0.15286999437986415	1.312562624215028
1.0998444444444444	1.172360450800703	0.13752471669074573	1.3776629345089193
1.1331777777777778	1.2155682313578684	0.1225901895482302	1.4082213495310965
1.1665000000000003	1.2608261284693916	0.10614625507366338	1.5092481185664517
1.1998222222222223	1.3098169254389858	0.08746008801224892	1.5764950728198046
1.2331555555555556	1.359402725945392	0.06974689092457986	NaN
