mass_B
t	x	y	v
0.0	3.6041965581268265E-5	0.2870718915028301	NaN
0.033322222222222225	0.0031539329166046515	0.2851158399390228	0.19382566615925823
0.06665555555555557	0.01084274959121545	0.27999163478258715	0.3465664252730693
0.09997777777777782	0.02276739248846693	0.272911378062344	0.4497921327114598
0.13331111111111113	0.03618261574787485	0.2639678958894054	0.5644022792717897
0.16663333333333333	0.05406958009375207	0.2520432529921539	0.6967078412920825
0.19996666666666665	0.0746979193074373	0.23802191849776377	0.8253972585878676
0.23330000000000006	0.0995839284415454	0.22111821418025646	0.9535973285552413
0.26662222222222226	0.12822631631287718	0.20374496252059615	1.090242207741964
0.2999555555555556	0.16391191431650404	0.18731080554524182	1.1833766365318419
0.3332888888888889	0.19923995767008867	0.16937964533680883	1.2649157051393305
0.36661111111111117	0.24140674743367369	0.1540941840475093	1.3744885440410284
0.3999444444444445	0.28462770694134837	0.13617329839798564	1.4351749793164386
0.4332666666666667	0.3315403154651186	0.12204372498597726	1.491766167252033
0.46660000000000007	0.3817818810754878	0.11500051485368246	1.5367094449491139
0.49992222222222227	0.4339016360544688	0.11828734624875348	1.4862610333572859
0.5332555555555557	0.47964910959792945	0.1303753648054926	1.409105934929478
0.5665888888888889	0.5239242388496941	0.14513374122274736	1.361070773424535
0.5999111111111111	0.5666181134853239	0.15620252353568842	1.305991462596801
0.6332333333333333	0.6091161614497427	0.162960373848277	1.263289280152447
0.6665666666666666	0.6505170310086377	0.16337856444988197	1.2236095499716069
0.6999000000000001	0.6906633287627175	0.1608694208402519	1.2338464175299029
0.7332222222222222	0.7326562899654692	0.1592546254479158	1.245323309747903
0.7665555555555557	0.7736472499247713	0.15888198035737677	1.242365851267954
0.7998777777777777	0.8154021730904759	0.16252754200022623	1.218952129968846
0.8332111111111112	0.8544064536217921	0.16779839072067448	1.166195379920193
0.8665444444444445	0.8923565644090188	0.1735963243131674	1.1433239079363788
0.8998666666666668	0.9303066751962454	0.17465049405725697	1.11522267413441
0.9332	0.9666755313673374	0.17517757892930175	1.1077685516676823
0.9665222222222224	1.0040985572825192	0.17201506969703295	1.1564023894616697
0.9998555555555556	1.0431028378138356	0.16516296636045036	1.1896391851700927
1.033177777777778	1.0821071183451518	0.15778377815182298	1.2160544524201817
1.0665111111111112	1.1222567321241075	0.14770262764120345	1.280049753328294
1.0998333333333334	1.164738272445566	0.13652327492503014	1.3580460570820538
1.1331666666666669	1.208710393129181	0.12087218112238773	1.4215543478703052
1.1664888888888891	1.254173094174952	0.105221087319745	1.456908616148702
1.1998222222222223	1.3003810854018014	0.08882470333602421	1.507348239669408
1.2331555555555558	1.3480796569908073	0.06944715862799067	NaN
