mass_A
t	x	y	v
0.3332888888888889	5.094392472660414E-4	0.28779393676598	NaN
0.36661111111111117	5.31916288361467E-4	0.28779338750961414	0.0016572274168782895
0.3999444444444445	6.187405134506219E-4	0.2878099179761028	0.048725904395223694
0.4332666666666667	0.003420482149834869	0.2863085537293458	0.13613002873721405
0.46660000000000007	0.008047911412172204	0.2826001504163609	0.29689086683122884
0.49992222222222227	0.019227264128345467	0.27440195842450044	0.44682915774985776
0.5332555555555557	0.0333877775688316	0.26694905661371826	0.5333383187052482
0.5665888888888889	0.04903887137147417	0.2550244137164668	0.6888935982805611
0.5999111111111111	0.07065228662274248	0.24011861009490243	0.8034714467916005
0.6332333333333333	0.093010992055089	0.2244675162922598	0.9365561871568013
0.6665666666666666	0.12282259929821776	0.20583526176530442	1.0622150094654867
0.6999000000000001	0.1541247869035028	0.18869358760050536	1.16526299250456
0.7332222222222222	0.1928798763195702	0.1722972036167847	1.2229220680805346
0.7665555555555557	0.22952260368336036	0.1577130927380046	1.313926720568618
0.7998777777777777	0.2746754736929045	0.14099501601149944	1.456864391710671
0.8332111111111112	0.32064948324493353	0.12415901764312942	1.464607144959313
0.8665444444444445	0.3690087771008413	0.11579798272945041	1.5555149190877053
0.8998666666666668	0.42391983245381765	0.11490985967376188	1.5137515769778889
0.9332	0.46938253349958897	0.1260892123899352	1.4423629802613365
0.9665222222222224	0.5160179657690218	0.14249831686252346	1.3967516929412989
0.9998555555555556	0.5576576706605618	0.15567543866364364	1.306309144306805
1.033177777777778	0.6008786301682367	0.16200045712818134	1.2860450394638185
1.0665111111111112	0.6430351456908137	0.16335372144384608	1.2363097307776356
1.0998333333333334	0.6832808154690375	0.16111785090061137	1.2220307216749144
1.1331666666666669	0.7242717754283394	0.15739139999522023	1.2642687792140952
1.1664888888888891	0.7674986059308762	0.1581366901762986	1.2754430581515566
1.1998222222222223	0.8092348560712563	0.1603725607195331	1.2024951630487772
1.2331555555555558	0.8472446553062454	0.16633488216815884	NaN
